1766 1 3 0 0 4 4562
1764 1 3 0 0 4 4562
1763 1 3 0 0 4 4562
1762 1 3 0 0 4 4562
1761 1 3 0 0 4 4562
1759 1 1 4 1243 0 0
1752 1 1 4 1243 0 0
1748 1 1 4 1243 0 0
1747 1 1 4 1243 0 0
1745 1 1 4 1243 0 0
1744 1 1 4 1243 0 0
1742 2 13 4 1243 3 456
1741 1 3 0 0 4 4562
1740 1 3 0 0 4 4562
1739 1 3 0 0 4 4562
1738 1 3 0 0 4 4562
1737 1 3 0 0 4 4562
1735 1 3 0 0 4 4562
1734 1 3 0 0 4 4562
1733 1 3 0 0 4 4562
1732 1 3 0 0 4 4562
1731 1 3 0 0 4 4562
1730 1 3 0 0 4 4562
1729 1 3 0 0 4 4562
1727 1 3 0 0 4 4562
1726 1 3 0 0 4 4562
1722 1 3 0 0 4 4562
1721 1 3 0 0 4 4562
1720 2 13 4 1243 1 2
1719 2 13 4 1243 1 2
1718 2 13 4 1243 1 2
1716 1 3 0 0 1 2
1715 1 3 0 0 1 2
1714 1 3 0 0 1 2
1713 1 3 0 0 1 2
1712 1 3 0 0 1 2
1711 1 3 0 0 1 2
1710 1 3 0 0 1 2
1709 1 3 0 0 1 2
1708 1 3 0 0 1 2
1707 1 3 0 0 1 2
1706 1 3 0 0 1 2
1705 1 1 4 1243 0 0
1704 1 1 4 1243 0 0
1703 1 1 4 1243 0 0
1702 1 1 4 1243 0 0
1701 1 1 4 1243 0 0
1697 1 3 0 0 1 2
1696 1 1 4 1243 0 0
1691 1 3 0 0 1 2
1690 1 3 0 0 1 2
1689 1 1 1 2 0 0
1688 1 1 1 2 0 0
1687 1 1 1 2 0 0
1686 1 1 1 2 0 0
1685 1 1 1 2 0 0
1684 1 1 1 2 0 0
1683 1 1 4 1243 0 0
1682 1 1 1 2 0 0
1677 1 1 1 2 0 0
1676 1 1 1 2 0 0
1675 1 1 1 2 0 0
1674 1 1 1 2 0 0
1673 1 1 1 2 0 0
1672 1 1 1 2 0 0
1670 1 3 0 0 5 13456
1669 1 3 0 0 2 56
1668 1 3 0 0 2 56
1665 1 3 0 0 5 13456
1664 1 3 0 0 5 13456
1663 1 3 0 0 5 13456
1662 1 3 0 0 5 13456
1661 2 13 2 12 3 456
1659 1 1 2 12 0 0
1648 1 1 2 12 0 0
1647 1 1 2 12 0 0
1646 1 1 2 12 0 0
1645 1 1 2 12 0 0
1644 1 1 2 12 0 0
1643 1 1 2 12 0 0
1642 1 1 2 12 0 0
1639 2 13 2 12 3 456
1635 2 13 4 1243 5 13456
1634 2 13 4 1243 5 13456
1633 2 13 4 1243 5 13456
1632 2 13 4 1243 5 13456
1631 2 13 4 1243 5 13456
1627 2 13 2 12 3 456
1626 1 3 0 0 5 13456
1624 1 3 0 0 5 13456
1623 1 3 0 0 5 13456
1622 1 3 0 0 5 13456
1621 1 3 0 0 5 13456
1620 1 3 0 0 5 13456
1618 1 3 0 0 5 13456
1617 1 3 0 0 5 13456
1616 1 3 0 0 5 13456
1615 1 3 0 0 5 13456
1614 1 3 0 0 5 13456
1613 1 3 0 0 5 13456
1602 1 3 0 0 5 13456
1601 1 3 0 0 5 13456
1598 1 3 0 0 5 13456
1597 1 3 0 0 5 13456
1596 1 3 0 0 5 13456
1595 1 3 0 0 5 13456
1594 1 3 0 0 5 13456
1593 1 3 0 0 5 13456
1592 1 3 0 0 5 13456
1591 1 3 0 0 5 13456
1590 1 3 0 0 5 13456
1589 1 3 0 0 5 13456
1583 1 3 0 0 5 13456
1582 1 3 0 0 5 13456
1581 1 3 0 0 5 13456
1580 1 3 0 0 5 13456
1579 1 3 0 0 5 13456
1578 1 3 0 0 5 13456
1577 1 3 0 0 5 13456
1576 1 3 0 0 5 13456
1575 1 3 0 0 5 13456
1574 1 3 0 0 5 13456
1573 1 3 0 0 5 13456
1572 1 3 0 0 5 13456
1571 1 3 0 0 5 13456
1570 1 3 0 0 5 13456
1569 1 3 0 0 5 13456
1567 1 3 0 0 5 13456
1566 1 3 0 0 5 13456
1565 1 3 0 0 5 13456
1564 1 3 0 0 5 13456
1563 1 3 0 0 5 13456
1562 1 3 0 0 5 13456
1561 1 3 0 0 5 13456
1560 1 3 0 0 5 13456
1558 1 3 0 0 5 13456
1552 1 3 0 0 3 134
1551 1 3 0 0 3 134
1550 1 3 0 0 3 134
1549 1 3 0 0 3 134
1544 1 3 0 0 3 134
1541 1 3 0 0 3 134
1540 1 3 0 0 3 134
1539 1 3 0 0 3 134
1538 1 3 0 0 3 134
1537 1 3 0 0 3 134
1536 1 3 0 0 3 134
1535 1 3 0 0 3 134
1534 1 3 0 0 3 134
1533 1 3 0 0 3 134
1532 1 3 0 0 3 134
1531 1 3 0 0 3 134
1530 1 3 0 0 3 134
1529 1 3 0 0 3 134
1528 1 3 0 0 3 134
1527 1 3 0 0 3 134
1525 1 3 0 0 3 134
1524 1 3 0 0 3 134
1523 1 3 0 0 3 134
1522 1 3 0 0 3 134
1521 1 3 0 0 3 134
1520 1 3 0 0 3 134
1519 1 3 0 0 3 134
1518 1 3 0 0 3 134
1516 1 3 0 0 3 134
1512 1 3 0 0 3 134
1511 1 3 0 0 3 134
1510 1 3 0 0 3 134
1509 1 3 0 0 3 134
1508 1 3 0 0 3 134
1507 1 3 0 0 3 134
1506 1 3 0 0 3 134
1505 1 3 0 0 3 134
1504 1 3 0 0 3 134
1501 1 3 0 0 3 134
1500 1 3 0 0 3 134
1499 1 3 0 0 3 134
1498 1 3 0 0 3 134
1495 1 3 0 0 3 134
1494 1 3 0 0 3 134
1493 1 3 0 0 3 134
1490 1 3 0 0 3 134
1489 1 3 0 0 3 134
1488 1 3 0 0 3 134
1487 1 3 0 0 3 134
1486 1 3 0 0 3 134
1485 1 3 0 0 3 134
1484 1 3 0 0 3 134
1483 1 3 0 0 3 134
1482 1 3 0 0 3 134
1481 1 3 0 0 3 134
1480 1 3 0 0 3 134
1478 1 3 0 0 3 134
1477 1 3 0 0 3 134
1476 1 3 0 0 3 134
1473 1 3 0 0 3 134
1472 1 3 0 0 3 134
1470 1 3 0 0 3 134
1469 1 3 0 0 3 134
1468 1 3 0 0 3 134
1467 1 3 0 0 3 134
1466 1 3 0 0 3 134
1465 1 3 0 0 3 134
1464 1 3 0 0 3 134
1463 1 3 0 0 3 134
1462 1 3 0 0 3 134
1460 1 3 0 0 3 134
1459 1 3 0 0 3 134
1458 1 3 0 0 3 134
1457 1 3 0 0 3 134
1456 1 3 0 0 1 1
1455 1 3 0 0 1 1
1454 1 3 0 0 1 1
1453 1 3 0 0 1 1
1452 1 3 0 0 3 134
1451 0 0 0 0 0 0
1450 1 3 0 0 3 134
1449 1 3 0 0 3 134
1448 1 3 0 0 3 134
1447 1 3 0 0 3 134
1446 1 3 0 0 3 134
1445 1 3 0 0 3 134
1444 1 3 0 0 3 134
1443 1 3 0 0 3 134
1442 1 3 0 0 3 134
1441 1 3 0 0 3 134
1440 1 3 0 0 3 134
1439 1 3 0 0 3 134
1438 1 3 0 0 3 134
1435 1 3 0 0 3 134
1434 1 3 0 0 3 134
1433 1 1 1 2 0 0
1430 1 1 1 2 0 0
1429 1 1 1 2 0 0
1427 1 1 1 2 0 0
1426 1 1 1 2 0 0
1424 1 1 1 2 0 0
1420 1 1 4 1243 0 0
1419 1 1 4 1243 0 0
1418 1 1 4 1243 0 0
1417 1 1 4 1243 0 0
1416 1 1 4 1243 0 0
1413 1 1 4 1243 0 0
1412 1 1 4 1243 0 0
1411 1 1 1 2 0 0
1410 1 1 4 1243 0 0
1409 1 1 4 1243 0 0
1408 1 1 4 1243 0 0
1407 1 1 4 1243 0 0
1406 1 1 4 1243 0 0
1405 1 1 4 1243 0 0
1400 1 1 4 1243 0 0
1399 1 1 4 1243 0 0
1398 1 1 4 1243 0 0
1397 1 1 4 1243 0 0
1396 1 1 4 1243 0 0
1394 1 1 4 1243 0 0
1391 1 1 4 1243 0 0
1388 1 1 4 1243 0 0
1385 1 1 4 1243 0 0
1380 1 1 4 1243 0 0
1379 1 1 4 1243 0 0
1378 1 1 4 1243 0 0
1377 1 1 4 1243 0 0
1376 1 1 4 1243 0 0
1375 1 1 4 1243 0 0
1374 1 1 4 1243 0 0
1367 1 1 4 1243 0 0
1366 1 1 4 1243 0 0
1365 1 1 4 1243 0 0
1364 1 1 4 1243 0 0
1363 1 1 4 1243 0 0
1362 1 1 4 1243 0 0
1361 1 1 4 1243 0 0
1360 1 1 4 1243 0 0
1359 1 1 4 1243 0 0
1358 1 1 4 1243 0 0
1357 1 1 4 1243 0 0
1355 1 1 4 1243 0 0
1354 1 1 4 1243 0 0
1353 1 1 4 1243 0 0
1352 1 1 4 1243 0 0
1331 1 1 4 1243 0 0
1330 1 1 4 1243 0 0
1329 1 3 0 0 3 342
1328 1 3 0 0 3 342
1327 1 3 0 0 3 342
1326 1 3 0 0 3 342
1325 1 3 0 0 3 342
1324 1 3 0 0 3 342
1323 1 3 0 0 3 342
1322 1 3 0 0 3 342
1321 1 3 0 0 3 342
1320 1 3 0 0 3 342
1319 1 3 0 0 3 342
1318 1 3 0 0 3 342
1317 1 3 0 0 3 342
1316 1 3 0 0 3 342
1315 1 3 0 0 3 342
1313 1 3 0 0 3 342
1310 2 13 4 1243 3 342
1309 1 3 0 0 3 342
1307 1 1 4 1243 0 0
1306 1 1 4 1243 0 0
1302 1 1 4 1243 0 0
1301 1 1 4 1243 0 0
1300 1 1 4 1243 0 0
1299 1 1 4 1243 0 0
1298 1 1 4 1243 0 0
1297 1 1 4 1243 0 0
1296 1 1 4 1243 0 0
1292 2 13 4 1243 3 342
1291 2 13 4 1243 3 342
1290 2 13 4 1243 3 342
1287 2 13 4 1243 3 342
1286 2 13 4 1243 3 342
1285 2 13 4 1243 3 342
1284 2 13 4 1243 3 342
1283 2 13 4 1243 3 342
1282 2 13 4 1243 3 342
1281 2 13 4 1243 3 342
1280 2 13 4 1243 3 342
1279 2 13 4 1243 3 342
1278 2 13 4 1243 3 342
1277 2 13 4 1243 3 342
1276 2 13 4 1243 3 342
1275 2 13 4 1243 3 342
1274 2 13 4 1243 3 342
1272 2 13 4 1243 3 342
1271 2 13 4 1243 3 342
1269 2 13 4 1243 3 342
1268 2 13 4 1243 3 342
1267 2 13 4 1243 3 342
1266 2 13 4 1243 3 342
1265 2 13 4 1243 3 342
1264 2 13 4 1243 3 342
1262 2 13 4 1243 3 342
1260 2 13 4 1243 3 342
1259 2 13 4 1243 3 342
1258 2 13 4 1243 3 342
1257 2 13 4 1243 3 342
1256 1 1 4 1243 0 0
1254 2 13 4 1243 3 342
1253 1 1 4 1243 0 0
1252 2 13 4 1243 3 342
1250 2 13 4 1243 3 342
1247 2 13 4 1243 3 342
1246 1 1 4 1243 0 0
1245 1 1 4 1243 0 0
1244 1 1 4 1243 0 0
1243 1 1 4 1243 0 0
1242 2 13 4 1243 3 342
1241 2 13 4 1243 3 342
1240 1 1 4 1243 0 0
1238 1 1 4 1243 0 0
1237 1 1 4 1243 0 0
1236 1 1 4 1243 0 0
1235 1 1 4 1243 0 0
1234 1 1 4 1243 0 0
1233 1 1 4 1243 0 0
1232 1 1 4 1243 0 0
1231 1 1 4 1243 0 0
1228 1 1 4 1243 0 0
1227 1 1 4 1243 0 0
1226 1 1 4 1243 0 0
1225 1 1 4 1243 0 0
1224 1 1 4 1243 0 0
1222 1 1 4 1243 0 0
1220 1 1 4 1243 0 0
1219 1 1 4 1243 0 0
1218 1 1 4 1243 0 0
1217 1 1 4 1243 0 0
1216 1 1 4 1243 0 0
1213 1 1 4 1243 0 0
1212 1 1 4 1243 0 0
1211 1 1 4 1243 0 0
1209 1 1 4 1243 0 0
1208 1 1 4 1243 0 0
1207 1 1 4 1243 0 0
1206 1 1 4 1243 0 0
1204 1 1 4 1243 0 0
1202 2 13 4 1243 3 342
1201 2 13 4 1243 3 342
1200 2 13 4 1243 3 342
1199 2 13 4 1243 3 342
1193 2 13 4 1243 3 342
1191 2 13 4 1243 3 342
1190 2 13 4 1243 3 342
1187 2 13 4 1243 3 342
1186 2 13 4 1243 2 42
1185 2 13 4 1243 2 42
1184 2 13 4 1243 2 42
1183 2 13 4 1243 2 42
1182 2 13 4 1243 2 42
1181 2 13 4 1243 2 42
1180 2 13 4 1243 2 42
1179 2 13 4 1243 2 42
1178 2 13 4 1243 2 42
1176 2 13 4 1243 2 42
1175 2 13 4 1243 2 42
1174 2 13 4 1243 2 42
1173 2 13 4 1243 2 42
1172 2 13 4 1243 2 42
1171 2 13 4 1243 2 42
1170 2 13 4 1243 2 42
1169 2 13 4 1243 2 42
1168 2 13 4 1243 2 42
1167 2 13 4 1243 2 42
1166 2 13 4 1243 2 42
1165 2 13 4 1243 2 42
1164 2 13 4 1243 2 42
1163 2 13 4 1243 2 42
1162 2 13 4 1243 2 42
1161 2 13 4 1243 2 42
1160 2 13 4 1243 2 42
1159 2 13 4 1243 2 42
1158 2 13 4 1243 2 42
1157 2 13 4 1243 2 42
1156 2 13 4 1243 2 42
1153 1 1 4 1243 0 0
1141 1 1 4 1243 0 0
1140 1 1 4 1243 0 0
1139 1 1 4 1243 0 0
1138 1 1 4 1243 0 0
1137 1 1 4 1243 0 0
1136 1 1 4 1243 0 0
1134 1 1 4 1243 0 0
1133 1 1 4 1243 0 0
1132 1 1 4 1243 0 0
1131 1 1 4 1243 0 0
1130 1 1 4 1243 0 0
1127 1 1 4 1243 0 0
1126 1 1 4 1243 0 0
1125 1 1 4 1243 0 0
1124 1 1 4 1243 0 0
1123 1 1 4 1243 0 0
1121 1 1 4 1243 0 0
1120 1 1 4 1243 0 0
1119 1 1 4 1243 0 0
1117 1 1 4 1243 0 0
1116 1 1 4 1243 0 0
1115 1 1 4 1243 0 0
1114 1 1 4 1243 0 0
1113 1 1 4 1243 0 0
1112 1 1 4 1243 0 0
1111 1 1 4 1243 0 0
1110 1 1 4 1243 0 0
1109 1 1 4 1243 0 0
1108 1 1 4 1243 0 0
1107 1 1 4 1243 0 0
1106 1 1 4 1243 0 0
1101 1 1 4 1243 0 0
1100 1 1 4 1243 0 0
1099 1 1 4 1243 0 0
1098 1 1 4 1243 0 0
1093 1 1 4 1243 0 0
1092 1 1 4 1243 0 0
1091 1 1 4 1243 0 0
1090 1 1 4 1243 0 0
1089 1 1 4 1243 0 0
1088 1 1 4 1243 0 0
1087 1 1 4 1243 0 0
1086 1 1 4 1243 0 0
1085 1 1 4 1243 0 0
1084 1 1 4 1243 0 0
1083 1 1 4 1243 0 0
1082 1 1 4 1243 0 0
1081 1 1 4 1243 0 0
1080 1 1 4 1243 0 0
1079 1 1 4 1243 0 0
1078 1 1 4 1243 0 0
1077 1 1 4 1243 0 0
1076 1 1 4 1243 0 0
1075 1 1 4 1243 0 0
1074 1 1 4 1243 0 0
1073 1 1 4 1243 0 0
1072 1 1 4 1243 0 0
1071 1 1 4 1243 0 0
1070 1 1 4 1243 0 0
1069 1 1 4 1243 0 0
1068 1 1 4 1243 0 0
1067 1 1 4 1243 0 0
1066 1 1 4 1243 0 0
1065 1 1 4 1243 0 0
1064 1 1 4 1243 0 0
1063 1 1 4 1243 0 0
1062 1 1 4 1243 0 0
1061 1 1 4 1243 0 0
1060 1 1 4 1243 0 0
1059 1 1 4 1243 0 0
1058 1 1 4 1243 0 0
1057 1 1 4 1243 0 0
1056 1 1 4 1243 0 0
1055 1 1 4 1243 0 0
1054 1 1 4 1243 0 0
1052 1 1 4 1243 0 0
1050 1 1 4 1243 0 0
1049 1 1 4 1243 0 0
1048 1 1 4 1243 0 0
1047 1 1 4 1243 0 0
1041 1 1 4 1243 0 0
1039 1 1 4 1243 0 0
1038 1 1 4 1243 0 0
1027 1 1 4 1243 0 0
1026 1 1 4 1243 0 0
1023 1 1 4 1243 0 0
1022 1 1 4 1243 0 0
1019 1 1 4 1243 0 0
1018 1 1 4 1243 0 0
1016 1 1 4 1243 0 0
1014 1 1 4 1243 0 0
1009 1 1 4 1243 0 0
1008 1 1 4 1243 0 0
1007 1 1 4 1243 0 0
1006 1 1 4 1243 0 0
1004 1 1 4 1243 0 0
1003 1 1 4 1243 0 0
1002 1 1 4 1243 0 0
